title,doc_len,word,pos,sent_id,tf,idf,tf_idf
THE FOX AND THE GRAPES,3,hungry,3,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,fox,1,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,saw,2,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,fine,3,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,bunch,1,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,grape,1,1,0.05555555555555555,0.4054651081081644,0.022525839339342466
THE FOX AND THE GRAPES,3,hang,2,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,vine,1,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,be,2,1,0.05555555555555555,0.0,0.0
THE FOX AND THE GRAPES,3,train,2,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,high,3,1,0.1111111111111111,1.0986122886681098,0.12206803207423442
THE FOX AND THE GRAPES,3,trellis,1,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,do,2,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,best,3,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,reach,2,1,0.05555555555555555,0.4054651081081644,0.022525839339342466
THE FOX AND THE GRAPES,3,jump,2,1,0.05555555555555555,1.0986122886681098,0.06103401603711721
THE FOX AND THE GRAPES,3,air,1,1,0.05555555555555555,0.4054651081081644,0.022525839339342466
THE FOX AND THE GRAPES,3,be,2,2,0.5,0.0,0.0
THE FOX AND THE GRAPES,3,vain,1,2,0.25,1.0986122886681098,0.27465307216702745
THE FOX AND THE GRAPES,3,reach,1,2,0.25,0.4054651081081644,0.1013662770270411
THE FOX AND THE GRAPES,3,give,2,3,0.0625,1.0986122886681098,0.06866326804175686
THE FOX AND THE GRAPES,3,try,2,3,0.0625,1.0986122886681098,0.06866326804175686
